word	hyphenated	locale	source	license
Hippocrates	Hippocrates	en-US	wikidata:proper_name	CC0
Theopompus	Theopompus	en-US	wikidata:proper_name	CC0
Martial	Martial	en-US	wikidata:proper_name	CC0
Tacitus	Tacitus	en-US	wikidata:proper_name	CC0
Coluche	Coluche	en-US	wikidata:proper_name	CC0
Renaud	Renaud	en-US	wikidata:proper_name	CC0
Wace	Wace	en-US	wikidata:proper_name	CC0
Totò	Totò	en-US	wikidata:proper_name	CC0
Béroul	Béroul	en-US	wikidata:proper_name	CC0
Rigord	Rigord	en-US	wikidata:proper_name	CC0
Madonna	Madonna	en-US	wikidata:proper_name	CC0
Cleopatra	Cleopatra	en-US	wikidata:proper_name	CC0
Macrinus	Macrinus	en-US	wikidata:proper_name	CC0
Elagabalus	Elagabalus	en-US	wikidata:proper_name	CC0
Molière	Molière	en-US	wikidata:proper_name	CC0
Confucius	Confucius	en-US	wikidata:proper_name	CC0
Pupienus	Pupienus	en-US	wikidata:proper_name	CC0
Barbara	Barbara	en-US	wikidata:proper_name	CC0
Balbinus	Balbinus	en-US	wikidata:proper_name	CC0
Decius	Decius	en-US	wikidata:proper_name	CC0
Pinturicchio	Pinturicchio	en-US	wikidata:proper_name	CC0
Michelangelo	Michelangelo	en-US	wikidata:proper_name	CC0
Plato	Plato	en-US	wikidata:proper_name	CC0
Raphael	Raphael	en-US	wikidata:proper_name	CC0
Rembrandt	Rembrandt	en-US	wikidata:proper_name	CC0
Aristotle	Aristotle	en-US	wikidata:proper_name	CC0
Eminem	Eminem	en-US	wikidata:proper_name	CC0
Bourvil	Bourvil	en-US	wikidata:proper_name	CC0
Gerónimo	Gerónimo	en-US	wikidata:proper_name	CC0
Socrates	Socrates	en-US	wikidata:proper_name	CC0
Heino	Heino	en-US	wikidata:proper_name	CC0
Charlemagne	Charlemagne	en-US	wikidata:proper_name	CC0
Kalidasa	Kalidasa	en-US	wikidata:proper_name	CC0
Sallust	Sallust	en-US	wikidata:proper_name	CC0
Tolui	Tolui	en-US	wikidata:proper_name	CC0
Masaccio	Masaccio	en-US	wikidata:proper_name	CC0
Ovid	Ovid	en-US	wikidata:proper_name	CC0
Prince	Prince	en-US	wikidata:proper_name	CC0
Ziying	Ziying	en-US	wikidata:proper_name	CC0
Sophocles	Sophocles	en-US	wikidata:proper_name	CC0
Archimedes	Archimedes	en-US	wikidata:proper_name	CC0
Euclid	Euclid	en-US	wikidata:proper_name	CC0
Fibonacci	Fibonacci	en-US	wikidata:proper_name	CC0
Horace	Horace	en-US	wikidata:proper_name	CC0
Galen	Galen	en-US	wikidata:proper_name	CC0
Bramantino	Bramantino	en-US	wikidata:proper_name	CC0
Hafez	Hafez	en-US	wikidata:proper_name	CC0
Bronzino	Bronzino	en-US	wikidata:proper_name	CC0
Giotto	Giotto	en-US	wikidata:proper_name	CC0
Propertius	Propertius	en-US	wikidata:proper_name	CC0
Rurik	Rurik	en-US	wikidata:proper_name	CC0
Avicenna	Avicenna	en-US	wikidata:proper_name	CC0
Virgil	Virgil	en-US	wikidata:proper_name	CC0
Petrarch	Petrarch	en-US	wikidata:proper_name	CC0
Augustus	Augustus	en-US	wikidata:proper_name	CC0
Tiberius	Tiberius	en-US	wikidata:proper_name	CC0
Caligula	Caligula	en-US	wikidata:proper_name	CC0
Claudius	Claudius	en-US	wikidata:proper_name	CC0
Nero	Nero	en-US	wikidata:proper_name	CC0
Galba	Galba	en-US	wikidata:proper_name	CC0
Voltaire	Voltaire	en-US	wikidata:proper_name	CC0
Otho	Otho	en-US	wikidata:proper_name	CC0
Vitellius	Vitellius	en-US	wikidata:proper_name	CC0
Suetonius	Suetonius	en-US	wikidata:proper_name	CC0
Pythagoras	Pythagoras	en-US	wikidata:proper_name	CC0
Vespasianus	Vespasianus	cs	wikidata:proper_name	CC0
Titus	Titus	cs	wikidata:proper_name	CC0
Domitianus	Domitianus	cs	wikidata:proper_name	CC0
Nerva	Nerva	cs	wikidata:proper_name	CC0
Traianus	Traianus	cs	wikidata:proper_name	CC0
Hadrianus	Hadrianus	cs	wikidata:proper_name	CC0
Commodus	Commodus	cs	wikidata:proper_name	CC0
Pertinax	Pertinax	cs	wikidata:proper_name	CC0
Augustus	Augustus	cs	wikidata:proper_name	CC0
Caracalla	Caracalla	cs	wikidata:proper_name	CC0
Tiberius	Tiberius	cs	wikidata:proper_name	CC0
Tacitus	Tacitus	cs	wikidata:proper_name	CC0
Claudius	Claudius	cs	wikidata:proper_name	CC0
Caligula	Caligula	cs	wikidata:proper_name	CC0
Coluche	Coluche	cs	wikidata:proper_name	CC0
Nero	Nero	cs	wikidata:proper_name	CC0
Galba	Galba	cs	wikidata:proper_name	CC0
Otho	Otho	cs	wikidata:proper_name	CC0
Vitellius	Vitellius	cs	wikidata:proper_name	CC0
Theopompos	Theopompos	cs	wikidata:proper_name	CC0
Rigord	Rigord	cs	wikidata:proper_name	CC0
Totò	Totò	cs	wikidata:proper_name	CC0
Béroul	Béroul	cs	wikidata:proper_name	CC0
Pinturicchio	Pinturicchio	cs	wikidata:proper_name	CC0
Konfucius	Konfucius	cs	wikidata:proper_name	CC0
Rembrandt	Rembrandt	cs	wikidata:proper_name	CC0
Stendhal	Stendhal	cs	wikidata:proper_name	CC0
Eminem	Eminem	cs	wikidata:proper_name	CC0
Heloisa	Heloisa	cs	wikidata:proper_name	CC0
Bourvil	Bourvil	cs	wikidata:proper_name	CC0
Madonna	Madonna	cs	wikidata:proper_name	CC0
Macrinus	Macrinus	cs	wikidata:proper_name	CC0
Geronimo	Geronimo	cs	wikidata:proper_name	CC0
Heliogabalus	Heliogabalus	cs	wikidata:proper_name	CC0
Pupienus	Pupienus	cs	wikidata:proper_name	CC0
Balbinus	Balbinus	cs	wikidata:proper_name	CC0
Barbara	Barbara	cs	wikidata:proper_name	CC0
Decius	Decius	cs	wikidata:proper_name	CC0
Masaccio	Masaccio	cs	wikidata:proper_name	CC0
Molière	Molière	cs	wikidata:proper_name	CC0
Perugino	Perugino	cs	wikidata:proper_name	CC0
Čingischán	Čingischán	cs	wikidata:proper_name	CC0
Hippokratés	Hippokratés	cs	wikidata:proper_name	CC0
Platón	Platón	cs	wikidata:proper_name	CC0
Aristotelés	Aristotelés	cs	wikidata:proper_name	CC0
Sókratés	Sókratés	cs	wikidata:proper_name	CC0
Chuej	Chuej	cs	wikidata:proper_name	CC0
Livius	Livius	cs	wikidata:proper_name	CC0
Jüan	Jüan	cs	wikidata:proper_name	CC0
Sofoklés	Sofoklés	cs	wikidata:proper_name	CC0
Seneca	Seneca	cs	wikidata:proper_name	CC0
Kublaj	Kublaj	cs	wikidata:proper_name	CC0
Kálidása	Kálidása	cs	wikidata:proper_name	CC0
Prince	Prince	cs	wikidata:proper_name	CC0
Ming	Ming	cs	wikidata:proper_name	CC0
Čang	Čang	cs	wikidata:proper_name	CC0
Voltaire	Voltaire	cs	wikidata:proper_name	CC0
Ling	Ling	cs	wikidata:proper_name	CC0
Sallustius	Sallustius	cs	wikidata:proper_name	CC0
Sien	Sien	cs	wikidata:proper_name	CC0
Mohamed	Mohamed	cs	wikidata:proper_name	CC0
Bramantino	Bramantino	cs	wikidata:proper_name	CC0
Tintoretto	Tintoretto	cs	wikidata:proper_name	CC0
Rurik	Rurik	cs	wikidata:proper_name	CC0
Geschäftsführer	Geschäftsführer	de	wikidata:proper_name	CC0
Seneca	Seneca	de	wikidata:proper_name	CC0
Vergil	Vergil	de	wikidata:proper_name	CC0
Martial	Martial	de	wikidata:proper_name	CC0
Augustus	Augustus	de	wikidata:proper_name	CC0
Tiberius	Tiberius	de	wikidata:proper_name	CC0
Caligula	Caligula	de	wikidata:proper_name	CC0
Claudius	Claudius	de	wikidata:proper_name	CC0
Tacitus	Tacitus	de	wikidata:proper_name	CC0
Nero	Nero	de	wikidata:proper_name	CC0
Galba	Galba	de	wikidata:proper_name	CC0
Vespasian	Vespasian	de	wikidata:proper_name	CC0
Otho	Otho	de	wikidata:proper_name	CC0
Vitellius	Vitellius	de	wikidata:proper_name	CC0
Titus	Titus	de	wikidata:proper_name	CC0
Coluche	Coluche	de	wikidata:proper_name	CC0
Iulia	Iulia	de	wikidata:proper_name	CC0
Trajan	Trajan	de	wikidata:proper_name	CC0
Nerva	Nerva	de	wikidata:proper_name	CC0
Domitian	Domitian	de	wikidata:proper_name	CC0
Muzong	Muzong	de	wikidata:proper_name	CC0
Jingzong	Jingzong	de	wikidata:proper_name	CC0
Totò	Totò	de	wikidata:proper_name	CC0
Shengzong	Shengzong	de	wikidata:proper_name	CC0
Hadrian	Hadrian	de	wikidata:proper_name	CC0
Modi	Modi	de	wikidata:proper_name	CC0
Commodus	Commodus	de	wikidata:proper_name	CC0
Xizong	Xizong	de	wikidata:proper_name	CC0
Hailingwang	Hailingwang	de	wikidata:proper_name	CC0
Zhangzong	Zhangzong	de	wikidata:proper_name	CC0
Pertinax	Pertinax	de	wikidata:proper_name	CC0
Weishaowang	Weishaowang	de	wikidata:proper_name	CC0
Xuanzong	Xuanzong	de	wikidata:proper_name	CC0
Aizong	Aizong	de	wikidata:proper_name	CC0
Caracalla	Caracalla	de	wikidata:proper_name	CC0
Wace	Wace	de	wikidata:proper_name	CC0
Stendhal	Stendhal	de	wikidata:proper_name	CC0
Rigord	Rigord	de	wikidata:proper_name	CC0
Theopompos	Theopompos	de	wikidata:proper_name	CC0
Bourvil	Bourvil	de	wikidata:proper_name	CC0
Geronimo	Geronimo	de	wikidata:proper_name	CC0
Renaud	Renaud	de	wikidata:proper_name	CC0
Michelangelo	Michelangelo	de	wikidata:proper_name	CC0
Pinturicchio	Pinturicchio	de	wikidata:proper_name	CC0
Madonna	Madonna	de	wikidata:proper_name	CC0
Raffael	Raffael	de	wikidata:proper_name	CC0
Macrinus	Macrinus	de	wikidata:proper_name	CC0
Elagabal	Elagabal	de	wikidata:proper_name	CC0
Sinan	Sinan	de	wikidata:proper_name	CC0
Béroul	Béroul	de	wikidata:proper_name	CC0
Eminem	Eminem	de	wikidata:proper_name	CC0
Molière	Molière	de	wikidata:proper_name	CC0
Heloisa	Heloisa	de	wikidata:proper_name	CC0
Pupienus	Pupienus	de	wikidata:proper_name	CC0
Balbinus	Balbinus	de	wikidata:proper_name	CC0
Barbara	Barbara	de	wikidata:proper_name	CC0
Konfuzius	Konfuzius	de	wikidata:proper_name	CC0
Decius	Decius	de	wikidata:proper_name	CC0
Horaz	Horaz	de	wikidata:proper_name	CC0
Hafis	Hafis	de	wikidata:proper_name	CC0
Platon	Platon	de	wikidata:proper_name	CC0
Aristoteles	Aristoteles	de	wikidata:proper_name	CC0
Masaccio	Masaccio	de	wikidata:proper_name	CC0
Sokrates	Sokrates	de	wikidata:proper_name	CC0
Perugino	Perugino	de	wikidata:proper_name	CC0
Heino	Heino	de	wikidata:proper_name	CC0
Kalidasa	Kalidasa	de	wikidata:proper_name	CC0
Huizong	Huizong	de	wikidata:proper_name	CC0
Giorgione	Giorgione	de	wikidata:proper_name	CC0
Cleopatra	Cleopatra	de	wikidata:proper_name	CC0
Tamerlan	Tamerlan	de	wikidata:proper_name	CC0
Taizong	Taizong	de	wikidata:proper_name	CC0
Sallust	Sallust	de	wikidata:proper_name	CC0
Sodoma	Sodoma	de	wikidata:proper_name	CC0
Suddhipala	Suddhipala	de	wikidata:proper_name	CC0
Saladin	Saladin	de	wikidata:proper_name	CC0
Ovid	Ovid	de	wikidata:proper_name	CC0
Ashoka	Ashoka	de	wikidata:proper_name	CC0
Akbar	Akbar	de	wikidata:proper_name	CC0
Cicerón	Cicerón	es	wikidata:proper_name	CC0
Stendhal	Stendhal	es	wikidata:proper_name	CC0
Séneca	Séneca	es	wikidata:proper_name	CC0
Vegecio	Vegecio	es	wikidata:proper_name	CC0
Marcial	Marcial	es	wikidata:proper_name	CC0
Teopompo	Teopompo	es	wikidata:proper_name	CC0
Cleopatra	Cleopatra	es	wikidata:proper_name	CC0
Tácito	Tácito	es	wikidata:proper_name	CC0
Hipócrates	Hipócrates	es	wikidata:proper_name	CC0
Madonna	Madonna	es	wikidata:proper_name	CC0
Coluche	Coluche	es	wikidata:proper_name	CC0
Molière	Molière	es	wikidata:proper_name	CC0
Totò	Totò	es	wikidata:proper_name	CC0
Macrino	Macrino	es	wikidata:proper_name	CC0
Heliogábalo	Heliogábalo	es	wikidata:proper_name	CC0
Béroul	Béroul	es	wikidata:proper_name	CC0
Wace	Wace	es	wikidata:proper_name	CC0
Rigord	Rigord	es	wikidata:proper_name	CC0
Platón	Platón	es	wikidata:proper_name	CC0
Pupieno	Pupieno	es	wikidata:proper_name	CC0
Balbino	Balbino	es	wikidata:proper_name	CC0
Confucio	Confucio	es	wikidata:proper_name	CC0
Barbara	Barbara	es	wikidata:proper_name	CC0
Aristóteles	Aristóteles	es	wikidata:proper_name	CC0
Decio	Decio	es	wikidata:proper_name	CC0
Sócrates	Sócrates	es	wikidata:proper_name	CC0
Pinturicchio	Pinturicchio	es	wikidata:proper_name	CC0
Rembrandt	Rembrandt	es	wikidata:proper_name	CC0
Sinan	Sinan	es	wikidata:proper_name	CC0
Bourvil	Bourvil	es	wikidata:proper_name	CC0
Eminem	Eminem	es	wikidata:proper_name	CC0
Gerónimo	Gerónimo	es	wikidata:proper_name	CC0
Eloísa	Eloísa	es	wikidata:proper_name	CC0
Carlomagno	Carlomagno	es	wikidata:proper_name	CC0
Heino	Heino	es	wikidata:proper_name	CC0
Kalidasa	Kalidasa	es	wikidata:proper_name	CC0
Masaccio	Masaccio	es	wikidata:proper_name	CC0
Qinzong	Qinzong	es	wikidata:proper_name	CC0
Xiaozong	Xiaozong	es	wikidata:proper_name	CC0
Lizong	Lizong	es	wikidata:proper_name	CC0
Guangzong	Guangzong	es	wikidata:proper_name	CC0
Salustio	Salustio	es	wikidata:proper_name	CC0
Ningzong	Ningzong	es	wikidata:proper_name	CC0
Duzong	Duzong	es	wikidata:proper_name	CC0
Bing	Bing	es	wikidata:proper_name	CC0
Ogodei	Ogodei	es	wikidata:proper_name	CC0
Möngke	Möngke	es	wikidata:proper_name	CC0
Tolui	Tolui	es	wikidata:proper_name	CC0
Ovidio	Ovidio	es	wikidata:proper_name	CC0
Ziying	Ziying	es	wikidata:proper_name	CC0
Prince	Prince	es	wikidata:proper_name	CC0
Galeno	Galeno	es	wikidata:proper_name	CC0
Sófocles	Sófocles	es	wikidata:proper_name	CC0
Horacio	Horacio	es	wikidata:proper_name	CC0
Lenin	Lenin	es	wikidata:proper_name	CC0
Propercio	Propercio	es	wikidata:proper_name	CC0
Zhaozong	Zhaozong	es	wikidata:proper_name	CC0
Virgilio	Virgilio	es	wikidata:proper_name	CC0
Petrarca	Petrarca	es	wikidata:proper_name	CC0
Bacchiacca	Bacchiacca	es	wikidata:proper_name	CC0
Augusto	Augusto	es	wikidata:proper_name	CC0
Tiberio	Tiberio	es	wikidata:proper_name	CC0
Calígula	Calígula	es	wikidata:proper_name	CC0
Claudio	Claudio	es	wikidata:proper_name	CC0
Bramantino	Bramantino	es	wikidata:proper_name	CC0
Bronzino	Bronzino	es	wikidata:proper_name	CC0
Giotto	Giotto	es	wikidata:proper_name	CC0
Nerón	Nerón	es	wikidata:proper_name	CC0
Galba	Galba	es	wikidata:proper_name	CC0
Vitelio	Vitelio	es	wikidata:proper_name	CC0
Otón	Otón	es	wikidata:proper_name	CC0
Chanakia	Chanakia	es	wikidata:proper_name	CC0
Vespasiano	Vespasiano	es	wikidata:proper_name	CC0
Tito	Tito	es	wikidata:proper_name	CC0
Riúrik	Riúrik	es	wikidata:proper_name	CC0
Chenghua	Chenghua	es	wikidata:proper_name	CC0
Domiciano	Domiciano	es	wikidata:proper_name	CC0
Nerva	Nerva	es	wikidata:proper_name	CC0
Xiaozong	Xiaozong	it	wikidata:proper_name	CC0
Guangzong	Guangzong	it	wikidata:proper_name	CC0
Ningzong	Ningzong	it	wikidata:proper_name	CC0
Lizong	Lizong	it	wikidata:proper_name	CC0
Duzong	Duzong	it	wikidata:proper_name	CC0
Heino	Heino	it	wikidata:proper_name	CC0
Duanzong	Duanzong	it	wikidata:proper_name	CC0
Bing	Bing	it	wikidata:proper_name	CC0
Tolui	Tolui	it	wikidata:proper_name	CC0
Ögödei	Ögödei	it	wikidata:proper_name	CC0
Archimede	Archimede	it	wikidata:proper_name	CC0
Güyük	Güyük	it	wikidata:proper_name	CC0
Munke	Munke	it	wikidata:proper_name	CC0
Euclide	Euclide	it	wikidata:proper_name	CC0
Kālidāsa	Kālidāsa	it	wikidata:proper_name	CC0
Renaud	Renaud	it	wikidata:proper_name	CC0
Lena	Lena	it	wikidata:proper_name	CC0
Prince	Prince	it	wikidata:proper_name	CC0
Galeno	Galeno	it	wikidata:proper_name	CC0
Eulero	Eulero	it	wikidata:proper_name	CC0
Alhazen	Alhazen	it	wikidata:proper_name	CC0
Ziying	Ziying	it	wikidata:proper_name	CC0
Houshao	Houshao	it	wikidata:proper_name	CC0
Bergognone	Bergognone	it	wikidata:proper_name	CC0
Bramante	Bramante	it	wikidata:proper_name	CC0
Jingdi	Jingdi	it	wikidata:proper_name	CC0
Bramantino	Bramantino	it	wikidata:proper_name	CC0
Giotto	Giotto	it	wikidata:proper_name	CC0
Shang	Shang	it	wikidata:proper_name	CC0
Chanakya	Chanakya	it	wikidata:proper_name	CC0
Zhao	Zhao	it	wikidata:proper_name	CC0
Xuan	Xuan	it	wikidata:proper_name	CC0
Dezong	Dezong	it	wikidata:proper_name	CC0
Yuan	Yuan	it	wikidata:proper_name	CC0
Sofocle	Sofocle	it	wikidata:proper_name	CC0
Rjurik	Rjurik	it	wikidata:proper_name	CC0
Voltaire	Voltaire	it	wikidata:proper_name	CC0
Hongwu	Hongwu	it	wikidata:proper_name	CC0
Anwari	Anwari	it	wikidata:proper_name	CC0
Jianwen	Jianwen	it	wikidata:proper_name	CC0
Aryabhata	Aryabhata	it	wikidata:proper_name	CC0
Yongle	Yongle	it	wikidata:proper_name	CC0
Ping	Ping	it	wikidata:proper_name	CC0
Hongxi	Hongxi	it	wikidata:proper_name	CC0
Xuande	Xuande	it	wikidata:proper_name	CC0
Zhengtong	Zhengtong	it	wikidata:proper_name	CC0
Jingtai	Jingtai	it	wikidata:proper_name	CC0
Chenghua	Chenghua	it	wikidata:proper_name	CC0
Hongzhi	Hongzhi	it	wikidata:proper_name	CC0
Avicenna	Avicenna	it	wikidata:proper_name	CC0
Zhengde	Zhengde	it	wikidata:proper_name	CC0
Jiajing	Jiajing	it	wikidata:proper_name	CC0
Longqing	Longqing	it	wikidata:proper_name	CC0
Wanli	Wanli	it	wikidata:proper_name	CC0
Gengshi	Gengshi	it	wikidata:proper_name	CC0
Taichang	Taichang	it	wikidata:proper_name	CC0
Tianqi	Tianqi	it	wikidata:proper_name	CC0
Chongzhen	Chongzhen	it	wikidata:proper_name	CC0
(.)p(...)nin	(.)p(...)nin	it	wikidata:proper_name	CC0
Ammurapi	Ammurapi	it	wikidata:proper_name	CC0
Shun	Shun	it	wikidata:proper_name	CC0
Chong	Chong	it	wikidata:proper_name	CC0
Huan	Huan	it	wikidata:proper_name	CC0
Ling	Ling	it	wikidata:proper_name	CC0
Cartesio	Cartesio	it	wikidata:proper_name	CC0
Adai	Adai	it	wikidata:proper_name	CC0
Oyiradai	Oyiradai	it	wikidata:proper_name	CC0
Agbarjin	Agbarjin	it	wikidata:proper_name	CC0
Pitagora	Pitagora	it	wikidata:proper_name	CC0
Xian	Xian	it	wikidata:proper_name	CC0
Aaliyah	Aaliyah	it	wikidata:proper_name	CC0
Tintoretto	Tintoretto	it	wikidata:proper_name	CC0
Laozi	Laozi	it	wikidata:proper_name	CC0
Parmigianino	Parmigianino	it	wikidata:proper_name	CC0
Beck	Beck	it	wikidata:proper_name	CC0
Ipazia	Ipazia	it	wikidata:proper_name	CC0
Socrates	Socrates	nl	wikidata:proper_name	CC0
bestuursvoorzitter	bestuursvoorzitter	nl	wikidata:proper_name	CC0
Pupienus	Pupienus	nl	wikidata:proper_name	CC0
Balbinus	Balbinus	nl	wikidata:proper_name	CC0
Barbara	Barbara	nl	wikidata:proper_name	CC0
Decius	Decius	nl	wikidata:proper_name	CC0
Taizong	Taizong	nl	wikidata:proper_name	CC0
Wace	Wace	nl	wikidata:proper_name	CC0
Rigord	Rigord	nl	wikidata:proper_name	CC0
Stendhal	Stendhal	nl	wikidata:proper_name	CC0
Theopompus	Theopompus	nl	wikidata:proper_name	CC0
Coluche	Coluche	nl	wikidata:proper_name	CC0
Vergilius	Vergilius	nl	wikidata:proper_name	CC0
Béroul	Béroul	nl	wikidata:proper_name	CC0
Totò	Totò	nl	wikidata:proper_name	CC0
Augustus	Augustus	nl	wikidata:proper_name	CC0
Caligula	Caligula	nl	wikidata:proper_name	CC0
Sinan	Sinan	nl	wikidata:proper_name	CC0
Nero	Nero	nl	wikidata:proper_name	CC0
Otho	Otho	nl	wikidata:proper_name	CC0
Eminem	Eminem	nl	wikidata:proper_name	CC0
Vitellius	Vitellius	nl	wikidata:proper_name	CC0
Confucius	Confucius	nl	wikidata:proper_name	CC0
Titus	Titus	nl	wikidata:proper_name	CC0
Vespasianus	Vespasianus	nl	wikidata:proper_name	CC0
Molière	Molière	nl	wikidata:proper_name	CC0
Héloïse	Héloïse	nl	wikidata:proper_name	CC0
Trajanus	Trajanus	nl	wikidata:proper_name	CC0
Nerva	Nerva	nl	wikidata:proper_name	CC0
Hadrianus	Hadrianus	nl	wikidata:proper_name	CC0
Pertinax	Pertinax	nl	wikidata:proper_name	CC0
Commodus	Commodus	nl	wikidata:proper_name	CC0
Caracalla	Caracalla	nl	wikidata:proper_name	CC0
Masaccio	Masaccio	nl	wikidata:proper_name	CC0
Plato	Plato	nl	wikidata:proper_name	CC0
Aristoteles	Aristoteles	nl	wikidata:proper_name	CC0
Bourvil	Bourvil	nl	wikidata:proper_name	CC0
Geronimo	Geronimo	nl	wikidata:proper_name	CC0
Horatius	Horatius	nl	wikidata:proper_name	CC0
Mohammed	Mohammed	nl	wikidata:proper_name	CC0
Renaud	Renaud	nl	wikidata:proper_name	CC0
Madonna	Madonna	nl	wikidata:proper_name	CC0
Giorgione	Giorgione	nl	wikidata:proper_name	CC0
Macrinus	Macrinus	nl	wikidata:proper_name	CC0
Elagabalus	Elagabalus	nl	wikidata:proper_name	CC0
Saladin	Saladin	nl	wikidata:proper_name	CC0
Asoka	Asoka	nl	wikidata:proper_name	CC0
Heino	Heino	nl	wikidata:proper_name	CC0
Prince	Prince	nl	wikidata:proper_name	CC0
Alhazen	Alhazen	nl	wikidata:proper_name	CC0
Kālidāsa	Kālidāsa	nl	wikidata:proper_name	CC0
Archimedes	Archimedes	nl	wikidata:proper_name	CC0
Fibonacci	Fibonacci	nl	wikidata:proper_name	CC0
Hongwu	Hongwu	nl	wikidata:proper_name	CC0
Jianwen	Jianwen	nl	wikidata:proper_name	CC0
Yongle	Yongle	nl	wikidata:proper_name	CC0
Bachiacca	Bachiacca	nl	wikidata:proper_name	CC0
Hongxi	Hongxi	nl	wikidata:proper_name	CC0
Xuande	Xuande	nl	wikidata:proper_name	CC0
Jingtai	Jingtai	nl	wikidata:proper_name	CC0
Zhengtong	Zhengtong	nl	wikidata:proper_name	CC0
Anvari	Anvari	nl	wikidata:proper_name	CC0
Aryabhata	Aryabhata	nl	wikidata:proper_name	CC0
Avempace	Avempace	nl	wikidata:proper_name	CC0
Chenghua	Chenghua	nl	wikidata:proper_name	CC0
Zhengde	Zhengde	nl	wikidata:proper_name	CC0
Ovidius	Ovidius	nl	wikidata:proper_name	CC0
Hongzhi	Hongzhi	nl	wikidata:proper_name	CC0
Jiajing	Jiajing	nl	wikidata:proper_name	CC0
Сократ	Сократ	ru	wikidata:proper_name	CC0
Пупиен	Пупиен	ru	wikidata:proper_name	CC0
Барбара	Барбара	ru	wikidata:proper_name	CC0
Бальбин	Бальбин	ru	wikidata:proper_name	CC0
Стендаль	Стендаль	ru	wikidata:proper_name	CC0
Забел	Забел	ru	wikidata:proper_name	CC0
Абаоцзи	Абаоцзи	ru	wikidata:proper_name	CC0
Клеопатра	Клеопатра	ru	wikidata:proper_name	CC0
Мольер	Мольер	ru	wikidata:proper_name	CC0
Гиппократ	Гиппократ	ru	wikidata:proper_name	CC0
Вегеций	Вегеций	ru	wikidata:proper_name	CC0
Феопомп	Феопомп	ru	wikidata:proper_name	CC0
Чингисхан	Чингисхан	ru	wikidata:proper_name	CC0
Вергилий	Вергилий	ru	wikidata:proper_name	CC0
Колюш	Колюш	ru	wikidata:proper_name	CC0
Тиберий	Тиберий	ru	wikidata:proper_name	CC0
Калигула	Калигула	ru	wikidata:proper_name	CC0
Платон	Платон	ru	wikidata:proper_name	CC0
Клавдий	Клавдий	ru	wikidata:proper_name	CC0
Тото	Тото	ru	wikidata:proper_name	CC0
Нерон	Нерон	ru	wikidata:proper_name	CC0
Гальба	Гальба	ru	wikidata:proper_name	CC0
Аристотель	Аристотель	ru	wikidata:proper_name	CC0
Отон	Отон	ru	wikidata:proper_name	CC0
Беруль	Беруль	ru	wikidata:proper_name	CC0
